unix	unixinsert	unixdelete	bives	bivesinsert	bivesdelete	bivesmove	bivesupdate	bivestriggeredinsert	bivestriggereddelete	bivestriggeredmove	bivestriggeredupdate	bivesnode	bivesattribute	bivestext	modeltype	model	version1	version2
30	18	12	43	15	14	11	3	10	6	0	0	22	4	17	CellML	"http://models.cellml.org/workspace/bhalla_iyengar_1999/bhalla_iyengar_1999_b.cellml"	2009-11-27	2009-06-17
31	18	13	43	15	14	11	3	10	6	0	0	22	4	17	CellML	"http://models.cellml.org/workspace/bhalla_iyengar_1999/bhalla_iyengar_1999_d.cellml"	2009-11-27	2009-06-17
30	19	11	43	15	14	11	3	10	6	0	0	22	4	17	CellML	"http://models.cellml.org/workspace/bhalla_iyengar_1999/bhalla_iyengar_1999_h.cellml"	2009-11-27	2009-06-17
2	2	0	7	2	0	5	0	1	0	0	0	6	0	1	CellML	"http://models.cellml.org/workspace/komarova_wodarz_2003/komarova_wodarz_2003_complex.cellml"	2010-02-18	2010-02-18
2	2	0	7	2	0	5	0	1	0	0	0	6	0	1	CellML	"http://models.cellml.org/workspace/komarova_wodarz_2003/komarova_wodarz_2003_simple.cellml"	2010-02-18	2010-02-18
34	17	17	24	3	10	2	9	0	5	0	0	5	5	14	CellML	"http://models.cellml.org/workspace/komarova_wodarz_2003/komarova_wodarz_2003_complex.cellml"	2010-02-19	2010-02-18
35	16	19	26	3	10	2	11	0	5	0	0	5	7	14	CellML	"http://models.cellml.org/workspace/komarova_wodarz_2003/komarova_wodarz_2003_simple.cellml"	2010-02-19	2010-02-18
3	2	1	5	2	0	3	0	1	0	0	0	4	0	1	CellML	"http://models.cellml.org/workspace/komarova_wodarz_2003/komarova_wodarz_2003_complex.cellml"	2010-03-18	2010-02-18
1	1	0	5	2	0	3	0	1	0	0	0	4	0	1	CellML	"http://models.cellml.org/workspace/komarova_wodarz_2003/komarova_wodarz_2003_simple.cellml"	2010-03-18	2010-02-18
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	CellML	"http://models.cellml.org/workspace/komarova_wodarz_2003/komarova_wodarz_2003_simple.cellml"	2010-04-27	2010-02-18
17	8	9	131	23	20	70	18	8	8	0	0	96	33	2	CellML	"http://models.cellml.org/workspace/cloutier_wellstead_2009/cloutier_2009_e.cellml"	2009-12-01	2010-01-25
19	9	10	144	29	26	71	18	11	10	0	0	105	37	2	CellML	"http://models.cellml.org/workspace/cloutier_wellstead_2009/cloutier_2009_a.cellml"	2009-12-01	2010-01-25
17	8	9	141	26	23	75	17	11	8	0	0	105	34	2	CellML	"http://models.cellml.org/workspace/cloutier_wellstead_2009/cloutier_2009_f.cellml"	2009-12-01	2010-01-25
15	7	8	148	31	28	72	17	11	11	0	0	108	38	2	CellML	"http://models.cellml.org/workspace/cloutier_wellstead_2009/cloutier_2009_b.cellml"	2009-12-01	2010-01-25
17	8	9	138	30	26	65	17	11	10	0	0	99	37	2	CellML	"http://models.cellml.org/workspace/cloutier_wellstead_2009/cloutier_2009_c.cellml"	2009-12-01	2010-01-25
17	8	9	132	27	24	64	17	10	10	0	0	94	36	2	CellML	"http://models.cellml.org/workspace/cloutier_wellstead_2009/cloutier_2009_d.cellml"	2009-12-01	2010-01-25
2	1	1	1	0	0	0	1	0	0	0	0	0	1	0	CellML	"http://models.cellml.org/workspace/cloutier_wellstead_2009/cloutier_2009_e.cellml"	2010-01-25	2010-01-25
2	1	1	1	0	0	0	1	0	0	0	0	0	1	0	CellML	"http://models.cellml.org/workspace/cloutier_wellstead_2009/cloutier_2009_a.cellml"	2010-01-25	2010-01-25
2	1	1	1	0	0	0	1	0	0	0	0	0	1	0	CellML	"http://models.cellml.org/workspace/cloutier_wellstead_2009/cloutier_2009_f.cellml"	2010-01-25	2010-01-25
2	1	1	1	0	0	0	1	0	0	0	0	0	1	0	CellML	"http://models.cellml.org/workspace/cloutier_wellstead_2009/cloutier_2009_b.cellml"	2010-01-25	2010-01-25
2	1	1	1	0	0	0	1	0	0	0	0	0	1	0	CellML	"http://models.cellml.org/workspace/cloutier_wellstead_2009/cloutier_2009_c.cellml"	2010-01-25	2010-01-25
2	1	1	1	0	0	0	1	0	0	0	0	0	1	0	CellML	"http://models.cellml.org/workspace/cloutier_wellstead_2009/cloutier_2009_d.cellml"	2010-01-25	2010-01-25
2	1	1	5	3	0	2	0	2	0	0	0	3	1	1	CellML	"http://models.cellml.org/workspace/cloutier_wellstead_2009/cloutier_2009_e.cellml"	2010-02-16	2010-01-25
4	3	1	5	3	0	2	0	2	0	0	0	3	1	1	CellML	"http://models.cellml.org/workspace/cloutier_wellstead_2009/cloutier_2009_a.cellml"	2010-02-16	2010-01-25
2	1	1	5	3	0	2	0	2	0	0	0	3	1	1	CellML	"http://models.cellml.org/workspace/cloutier_wellstead_2009/cloutier_2009_f.cellml"	2010-02-16	2010-01-25
2	1	1	5	3	0	2	0	2	0	0	0	3	1	1	CellML	"http://models.cellml.org/workspace/cloutier_wellstead_2009/cloutier_2009_b.cellml"	2010-02-16	2010-01-25
2	1	1	5	3	0	2	0	2	0	0	0	3	1	1	CellML	"http://models.cellml.org/workspace/cloutier_wellstead_2009/cloutier_2009_c.cellml"	2010-02-16	2010-01-25
2	1	1	5	3	0	2	0	2	0	0	0	3	1	1	CellML	"http://models.cellml.org/workspace/cloutier_wellstead_2009/cloutier_2009_d.cellml"	2010-02-16	2010-01-25
26	13	13	13	13	0	0	0	0	0	0	0	0	13	0	CellML	"http://models.cellml.org/workspace/cloutier_wellstead_2009/cloutier_2009_a.cellml"	2010-04-28	2010-01-25
38	19	19	19	19	0	0	0	0	0	0	0	0	19	0	CellML	"http://models.cellml.org/workspace/cloutier_wellstead_2009/cloutier_2009_b.cellml"	2010-05-27	2010-01-25
30	15	15	15	15	0	0	0	0	0	0	0	0	15	0	CellML	"http://models.cellml.org/workspace/cloutier_wellstead_2009/cloutier_2009_c.cellml"	2010-05-27	2010-01-25
28	14	14	14	14	0	0	0	0	0	0	0	0	14	0	CellML	"http://models.cellml.org/workspace/cloutier_wellstead_2009/cloutier_2009_d.cellml"	2010-05-27	2010-01-25
26	13	13	13	13	0	0	0	0	0	0	0	0	13	0	CellML	"http://models.cellml.org/workspace/cloutier_wellstead_2009/cloutier_2009_e.cellml"	2010-05-27	2010-01-25
26	13	13	13	13	0	0	0	0	0	0	0	0	13	0	CellML	"http://models.cellml.org/workspace/cloutier_wellstead_2009/cloutier_2009_f.cellml"	2010-05-27	2010-01-25
2	1	1	1	0	1	0	0	0	0	0	0	0	1	0	CellML	"http://models.cellml.org/workspace/cloutier_wellstead_2009/cloutier_2009_e.cellml"	2010-05-27	2010-01-25
2	1	1	1	0	1	0	0	0	0	0	0	0	1	0	CellML	"http://models.cellml.org/workspace/cloutier_wellstead_2009/cloutier_2009_a.cellml"	2010-05-27	2010-01-25
2	1	1	1	0	1	0	0	0	0	0	0	0	1	0	CellML	"http://models.cellml.org/workspace/cloutier_wellstead_2009/cloutier_2009_f.cellml"	2010-05-27	2010-01-25
2	1	1	1	0	1	0	0	0	0	0	0	0	1	0	CellML	"http://models.cellml.org/workspace/cloutier_wellstead_2009/cloutier_2009_b.cellml"	2010-05-27	2010-01-25
2	1	1	1	0	1	0	0	0	0	0	0	0	1	0	CellML	"http://models.cellml.org/workspace/cloutier_wellstead_2009/cloutier_2009_c.cellml"	2010-05-27	2010-01-25
2	1	1	1	0	1	0	0	0	0	0	0	0	1	0	CellML	"http://models.cellml.org/workspace/cloutier_wellstead_2009/cloutier_2009_d.cellml"	2010-05-27	2010-01-25
2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	CellML	"http://models.cellml.org/workspace/cloutier_wellstead_2009/cloutier_2009_a.cellml"	2010-05-27	2010-01-25
2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	CellML	"http://models.cellml.org/workspace/cloutier_wellstead_2009/cloutier_2009_b.cellml"	2010-08-25	2010-01-25
2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	CellML	"http://models.cellml.org/workspace/cloutier_wellstead_2009/cloutier_2009_c.cellml"	2010-08-25	2010-01-25
2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	CellML	"http://models.cellml.org/workspace/cloutier_wellstead_2009/cloutier_2009_d.cellml"	2010-08-25	2010-01-25
2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	CellML	"http://models.cellml.org/workspace/cloutier_wellstead_2009/cloutier_2009_e.cellml"	2010-08-25	2010-01-25
2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	CellML	"http://models.cellml.org/workspace/cloutier_wellstead_2009/cloutier_2009_f.cellml"	2010-08-25	2010-01-25
754	504	250	752	428	230	62	32	308	173	0	0	391	293	68	CellML	"http://models.cellml.org/w/tommy/beeler_reuter_1977_uncertexample/beeler_reuter_1977.cellml"	2007-03-05	2007-03-05
833	293	540	878	311	473	59	35	209	339	0	0	431	365	82	CellML	"http://models.cellml.org/w/tommy/beeler_reuter_1977_uncertexample/beeler_reuter_1977.cellml"	2007-03-05	2007-03-05
217	111	106	218	98	64	44	12	70	42	0	0	126	71	21	CellML	"http://models.cellml.org/w/tommy/beeler_reuter_1977_uncertexample/beeler_reuter_1977.cellml"	2007-03-25	2007-03-05
2962	1241	1721	1162	361	688	93	20	228	422	0	0	574	353	235	CellML	"http://models.cellml.org/w/tommy/beeler_reuter_1977_uncertexample/beeler_reuter_1977.cellml"	2008-01-24	2007-03-05
472	279	193	279	193	54	18	14	142	37	0	0	136	109	34	CellML	"http://models.cellml.org/w/tommy/beeler_reuter_1977_uncertexample/beeler_reuter_1977.cellml"	2008-05-07	2007-03-05
14	10	4	14	8	4	1	1	4	3	0	0	7	2	5	CellML	"http://models.cellml.org/w/tommy/beeler_reuter_1977_uncertexample/beeler_reuter_1977.cellml"	2008-05-19	2007-03-05
14	7	7	10	6	0	2	2	0	0	0	0	2	2	6	CellML	"http://models.cellml.org/w/tommy/beeler_reuter_1977_uncertexample/beeler_reuter_1977.cellml"	2009-11-27	2007-03-05
22	15	7	23	16	6	1	0	13	5	0	0	11	6	6	CellML	"http://models.cellml.org/w/tommy/beeler_reuter_1977_uncertexample/beeler_reuter_1977.cellml"	2011-12-09	2007-03-05
42	40	2	117	71	7	39	0	67	5	0	0	83	20	14	CellML	"http://models.cellml.org/w/tommy/beeler_reuter_1977_uncertexample/beeler_reuter_1977.cellml"	2012-10-22	2007-03-05
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	CellML	"http://models.cellml.org/w/tommy/beeler_reuter_1977_uncertexample/beeler_reuter_1977.cellml"	2012-10-23	2007-03-05
986	480	506	95	53	1	35	6	41	0	0	0	60	21	14	CellML	"http://models.cellml.org/workspace/revilla_garcia-ramos_2003/revilla_garcia-ramos_2003.cellml"	2009-12-14	2010-01-07
78	55	23	120	44	17	41	18	30	5	0	0	61	35	24	CellML	"http://models.cellml.org/workspace/revilla_garcia-ramos_2003/revilla_garcia-ramos_2003.cellml"	2010-01-07	2010-01-07
342	97	245	295	133	84	78	0	70	57	0	0	177	108	10	CellML	"http://models.cellml.org/workspace/revilla_garcia-ramos_2003/revilla_garcia-ramos_2003.cellml"	2010-01-07	2010-01-07
2	1	1	1	1	0	0	0	0	0	0	0	0	1	0	CellML	"http://models.cellml.org/workspace/revilla_garcia-ramos_2003/revilla_garcia-ramos_2003.cellml"	2010-01-13	2010-01-07
4	2	2	1	0	1	0	0	0	0	0	0	0	1	0	CellML	"http://models.cellml.org/workspace/revilla_garcia-ramos_2003/revilla_garcia-ramos_2003.cellml"	2010-07-12	2010-01-07
48	21	27	49	4	21	5	19	0	9	0	0	11	19	19	CellML	"http://models.cellml.org/workspace/faville_pullan_sanders_smith_2008/faville_pullan_sanders_smith_2008.cellml"	2008-03-24	2010-03-29
846	315	531	698	321	186	189	2	213	130	0	0	429	201	68	CellML	"http://models.cellml.org/workspace/faville_pullan_sanders_smith_2008/faville_pullan_sanders_smith_2008.cellml"	2010-03-29	2010-03-29
2	1	1	1	0	1	0	0	0	0	0	0	0	1	0	CellML	"http://models.cellml.org/workspace/faville_pullan_sanders_smith_2008/faville_pullan_sanders_smith_2008.cellml"	2010-04-30	2010-03-29
822	305	517	325	185	86	52	2	108	42	0	0	185	113	27	CellML	"http://models.cellml.org/workspace/friel_1995/friel_1995.cellml"	2010-07-09	2011-05-13
2	1	1	2	0	2	0	0	0	1	0	0	1	1	0	CellML	"http://models.cellml.org/workspace/friel_1995/friel_1995.cellml"	2011-05-13	2011-05-13
26	13	13	67	3	3	60	1	0	0	0	0	60	0	7	CellML	"http://models.cellml.org/workspace/friel_1995/friel_1995.cellml"	2011-05-13	2011-05-13
131	20	111	157	17	60	76	4	7	53	0	0	110	13	34	CellML	"http://models.cellml.org/workspace/friel_1995/friel_1995.cellml"	2011-05-17	2011-05-13
2	1	1	1	0	0	0	1	0	0	0	0	0	1	0	CellML	"http://models.cellml.org/workspace/friel_1995/friel_1995.cellml"	2011-05-19	2011-05-13
2	1	1	1	1	0	0	0	0	0	0	0	0	1	0	CellML	"http://models.cellml.org/workspace/friel_1995/friel_1995.cellml"	2011-05-19	2011-05-13
4	2	2	21	8	13	0	0	5	10	0	0	9	5	7	CellML	"http://models.cellml.org/workspace/friel_1995/friel_1995.cellml"	2011-05-19	2011-05-13
39	13	26	374	86	288	0	0	61	258	0	0	182	147	45	CellML	"http://models.cellml.org/workspace/friel_1995/friel_1995.cellml"	2011-05-20	2011-05-13
376	214	162	384	107	15	107	155	80	10	0	0	161	204	19	CellML	"http://models.cellml.org/workspace/dijkstra_neal_beever_france_1992/dijkstra_1992.cellml"	2010-05-28	2010-05-28
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	CellML	"http://models.cellml.org/workspace/dijkstra_neal_beever_france_1992/dijkstra_1992.cellml"	2010-05-28	2010-05-28
754	504	250	752	428	230	62	32	308	173	0	0	391	293	68	CellML	"http://models.cellml.org/workspace/beeler_reuter_1977/beeler_reuter_1977.cellml"	2007-03-05	2007-03-05
833	293	540	878	311	473	59	35	209	339	0	0	431	365	82	CellML	"http://models.cellml.org/workspace/beeler_reuter_1977/beeler_reuter_1977.cellml"	2007-03-05	2007-03-05
217	111	106	218	98	64	44	12	70	42	0	0	126	71	21	CellML	"http://models.cellml.org/workspace/beeler_reuter_1977/beeler_reuter_1977.cellml"	2007-03-25	2007-03-05
2962	1241	1721	1162	361	688	93	20	228	422	0	0	574	353	235	CellML	"http://models.cellml.org/workspace/beeler_reuter_1977/beeler_reuter_1977.cellml"	2008-01-24	2007-03-05
472	279	193	279	193	54	18	14	142	37	0	0	136	109	34	CellML	"http://models.cellml.org/workspace/beeler_reuter_1977/beeler_reuter_1977.cellml"	2008-05-07	2007-03-05
14	10	4	14	8	4	1	1	4	3	0	0	7	2	5	CellML	"http://models.cellml.org/workspace/beeler_reuter_1977/beeler_reuter_1977.cellml"	2008-05-19	2007-03-05
14	7	7	10	6	0	2	2	0	0	0	0	2	2	6	CellML	"http://models.cellml.org/workspace/beeler_reuter_1977/beeler_reuter_1977.cellml"	2009-11-27	2007-03-05
8	5	3	9	4	1	2	2	2	0	0	0	5	1	3	CellML	"http://models.cellml.org/workspace/weinstein_2000/Weinstein_2000_AE1.cellml"	2009-11-17	2009-11-17
12	12	0	12	12	0	0	0	11	0	0	0	7	3	2	CellML	"http://models.cellml.org/workspace/schneider_shimayoshi_amano_matsuda_2006/schneider_shimayoshi_amano_matsuda_2006.cellml"	2009-11-09	2009-11-11
694	288	406	291	180	74	37	0	116	47	0	0	165	113	13	CellML	"http://models.cellml.org/workspace/schneider_shimayoshi_amano_matsuda_2006/schneider_shimayoshi_amano_matsuda_2006.cellml"	2009-11-26	2009-11-11
12	6	6	5	5	0	0	0	0	0	0	0	0	5	0	CellML	"http://models.cellml.org/workspace/schneider_shimayoshi_amano_matsuda_2006/schneider_shimayoshi_amano_matsuda_2006.cellml"	2010-02-03	2009-11-11
13	2	11	99	21	21	53	4	9	9	0	0	75	22	2	CellML	"http://models.cellml.org/workspace/schneider_shimayoshi_amano_matsuda_2006/schneider_shimayoshi_amano_matsuda_2006.cellml"	2010-03-04	2009-11-11
9	5	4	4	0	1	0	3	0	0	0	0	0	1	3	CellML	"http://models.cellml.org/workspace/schneider_shimayoshi_amano_matsuda_2006/schneider_shimayoshi_amano_matsuda_2006.cellml"	2010-03-14	2009-11-11
5	2	3	0	0	0	0	0	0	0	0	0	0	0	0	CellML	"http://models.cellml.org/workspace/schneider_shimayoshi_amano_matsuda_2006/schneider_shimayoshi_amano_matsuda_2006.cellml"	2010-06-23	2009-11-11
6	3	3	8	6	0	2	0	0	0	0	0	2	2	4	CellML	"http://models.cellml.org/workspace/dash_bassingthwaighte_2004/dash_bassingthwaighte_2004.cellml"	2010-05-13	2010-08-25
567	300	267	180	134	15	27	4	111	9	0	0	103	52	25	CellML	"http://models.cellml.org/workspace/lockwood_ewy_hermann_holford_2006/lockwood_ewy_hermann_holford_2006.cellml"	2009-12-01	2009-12-03
35	32	3	45	32	0	12	1	27	0	0	0	28	10	7	CellML	"http://models.cellml.org/workspace/lockwood_ewy_hermann_holford_2006/lockwood_ewy_hermann_holford_2006.cellml"	2009-12-03	2009-12-03
18	2	16	24	1	21	1	1	0	19	0	0	11	5	8	CellML	"http://models.cellml.org/workspace/lockwood_ewy_hermann_holford_2006/lockwood_ewy_hermann_holford_2006.cellml"	2009-12-03	2009-12-03
11	0	11	14	0	12	2	0	0	11	0	0	9	3	2	CellML	"http://models.cellml.org/workspace/lockwood_ewy_hermann_holford_2006/lockwood_ewy_hermann_holford_2006.cellml"	2009-12-06	2009-12-03
217	1	216	248	0	242	6	0	0	240	0	0	127	63	58	CellML	"http://models.cellml.org/workspace/guccione_mcculloch_waldman_1991/guccione_mcculloch_waldman_1991.cellml"	2012-06-27	2012-06-27
60	27	33	35	3	7	3	22	0	2	0	0	5	18	12	CellML	"http://models.cellml.org/workspace/chen_popel_2006/chen_popel_2006.cellml"	2007-09-04	2010-04-28
28	13	15	11	11	0	0	0	0	0	0	0	0	11	0	CellML	"http://models.cellml.org/workspace/chen_popel_2006/chen_popel_2006.cellml"	2010-04-28	2010-04-28
4	1	3	17	1	13	3	0	0	7	0	0	6	3	8	CellML	"http://models.cellml.org/workspace/webb_sherratt_fish_2002/webb_sherratt_fish_2002.cellml"	2008-01-03	2009-12-14
211	120	91	187	94	47	27	19	68	32	0	0	97	79	11	CellML	"http://models.cellml.org/workspace/depaor_timmons_1986/depaor_timmons_1986.cellml"	2007-10-24	2007-10-24
10	6	4	9	4	4	0	1	2	3	0	0	4	1	4	CellML	"http://models.cellml.org/workspace/depaor_timmons_1986/depaor_timmons_1986.cellml"	2007-10-24	2007-10-24
1	1	0	2	2	0	0	0	1	0	0	0	1	0	1	CellML	"http://models.cellml.org/workspace/rice_wang_bers_detombe_2008/rice_wang_bers_detombe_2008.cellml"	2009-02-12	2009-11-09
4	1	3	17	1	14	2	0	0	7	0	0	6	3	8	CellML	"http://models.cellml.org/workspace/rice_wang_bers_detombe_2008/rice_wang_bers_detombe_2008.cellml"	2009-11-09	2009-11-09
4	2	2	2	0	0	2	0	0	0	0	0	0	0	2	CellML	"http://models.cellml.org/workspace/novak_tyson_2004/novak_tyson_2004.cellml"	2009-06-17	2009-10-12
1211	666	545	633	352	211	44	26	313	169	0	0	307	292	34	CellML	"http://models.cellml.org/workspace/guyton_heart_hypertrophy_or_deterioration_2008/guyton_heart_hypertrophy_or_deterioration_2008.cellml"	2008-11-17	2009-07-10
73	67	6	133	63	16	53	1	60	9	0	0	95	20	18	CellML	"http://models.cellml.org/workspace/guyton_heart_hypertrophy_or_deterioration_2008/guyton_heart_hypertrophy_or_deterioration_2008.cellml"	2009-07-10	2009-07-10
16	14	2	35	14	17	4	0	13	9	0	0	16	6	13	CellML	"http://models.cellml.org/workspace/fox_mcharg_gilmour_2002/fox_mcharg_gilmour_2002.cellml"	2008-10-21	2009-11-03
978	497	481	113	56	35	15	7	36	13	0	0	55	20	38	CellML	"http://models.cellml.org/workspace/fox_mcharg_gilmour_2002/fox_mcharg_gilmour_2002.cellml"	2009-12-06	2009-11-03
41	10	31	83	3	67	6	7	0	56	0	0	31	3	49	CellML	"http://models.cellml.org/workspace/starbuck_wiley_lauffenburger_1990/starbuck_wiley_lauffenburger_1990.cellml"	2009-12-14	2010-05-25
35	22	13	45	26	18	0	1	25	17	0	0	23	11	11	CellML	"http://models.cellml.org/workspace/cardiovascular_circulation_dvad/MainDVad.cellml"	2010-06-09	2010-06-09
135	7	128	451	314	135	2	0	269	131	0	0	232	150	69	CellML	"http://models.cellml.org/workspace/cardiovascular_circulation_dvad/MainDVad.cellml"	2010-06-10	2010-06-09
4	1	3	21	1	17	3	0	0	9	0	0	7	4	10	CellML	"http://models.cellml.org/workspace/corrias_buist_2007/corrias_buist_2007.cellml"	2009-06-17	2009-12-06
1522	761	761	7	7	0	0	0	0	0	0	0	0	7	0	CellML	"http://models.cellml.org/workspace/corrias_buist_2007/corrias_buist_2007.cellml"	2009-12-06	2009-12-06
3	2	1	2	0	1	0	1	0	0	0	0	0	2	0	CellML	"http://models.cellml.org/workspace/corrias_buist_2007/corrias_buist_2007.cellml"	2010-06-15	2009-12-06
4	1	3	26	5	18	3	0	2	12	0	0	9	4	13	CellML	"http://models.cellml.org/workspace/vangoor_lebeau_krsmanovic_sherman_catt_stojilkovic_2000/vangoor_lebeau_krsmanovic_sherman_catt_stojilkovic_2000.cellml"	2009-06-17	2009-12-14
3824	1816	2008	415	108	198	80	29	37	90	0	0	150	97	168	CellML	"http://models.cellml.org/workspace/vangoor_lebeau_krsmanovic_sherman_catt_stojilkovic_2000/vangoor_lebeau_krsmanovic_sherman_catt_stojilkovic_2000.cellml"	2009-12-14	2009-12-14
2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	CellML	"http://models.cellml.org/workspace/vangoor_lebeau_krsmanovic_sherman_catt_stojilkovic_2000/vangoor_lebeau_krsmanovic_sherman_catt_stojilkovic_2000.cellml"	2010-05-14	2009-12-14
15	8	7	8	0	0	0	8	0	0	0	0	0	3	5	CellML	"http://models.cellml.org/workspace/vangoor_lebeau_krsmanovic_sherman_catt_stojilkovic_2000/vangoor_lebeau_krsmanovic_sherman_catt_stojilkovic_2000.cellml"	2010-05-14	2009-12-14
2	1	1	1	0	1	0	0	0	0	0	0	0	1	0	CellML	"http://models.cellml.org/workspace/vangoor_lebeau_krsmanovic_sherman_catt_stojilkovic_2000/vangoor_lebeau_krsmanovic_sherman_catt_stojilkovic_2000.cellml"	2010-05-18	2009-12-14
146	16	130	115	0	84	31	0	0	82	0	0	74	21	20	CellML	"http://models.cellml.org/w/andre/VPH-MIP/components/INa.xml"	2012-08-28	2012-09-24
100	4	96	80	0	75	5	0	0	73	0	0	43	19	18	CellML	"http://models.cellml.org/w/andre/VPH-MIP/experiments/voltage-clamp-060.xml"	2012-08-28	2012-09-24
229	18	211	162	0	143	19	0	0	140	0	0	92	42	28	CellML	"http://models.cellml.org/w/andre/VPH-MIP/components/gating-variable.xml"	2012-08-28	2012-09-24
100	4	96	80	0	75	5	0	0	73	0	0	43	19	18	CellML	"http://models.cellml.org/w/andre/VPH-MIP/experiments/voltage-clamp-040.xml"	2012-08-28	2012-09-24
92	4	88	77	0	70	7	0	0	68	0	0	43	19	15	CellML	"http://models.cellml.org/w/andre/VPH-MIP/experiments/potential-ramp.xml"	2012-08-28	2012-09-24
100	4	96	80	0	75	5	0	0	73	0	0	43	19	18	CellML	"http://models.cellml.org/w/andre/VPH-MIP/experiments/voltage-clamp-130.xml"	2012-08-28	2012-09-24
413	30	383	306	0	269	37	0	0	264	0	0	174	82	50	CellML	"http://models.cellml.org/w/andre/VPH-MIP/components/INa-gating-rates.xml"	2012-08-28	2012-09-24
233	16	217	174	0	155	19	0	0	152	0	0	98	46	30	CellML	"http://models.cellml.org/w/andre/VPH-MIP/components/IK-gating-rates.xml"	2012-08-28	2012-09-24
100	4	96	80	0	75	5	0	0	73	0	0	43	19	18	CellML	"http://models.cellml.org/w/andre/VPH-MIP/experiments/voltage-clamp-080.xml"	2012-08-28	2012-09-24
54	3	51	54	0	41	13	0	0	40	0	0	34	10	10	CellML	"http://models.cellml.org/w/andre/VPH-MIP/components/units.xml"	2012-08-28	2012-09-24
100	4	96	80	0	75	5	0	0	73	0	0	43	19	18	CellML	"http://models.cellml.org/w/andre/VPH-MIP/experiments/voltage-clamp-005.xml"	2012-08-28	2012-09-24
88	7	81	63	0	56	7	0	0	54	0	0	36	14	13	CellML	"http://models.cellml.org/w/andre/VPH-MIP/components/Ileak.xml"	2012-08-28	2012-09-24
66	3	63	56	0	48	8	0	0	46	0	0	33	12	11	CellML	"http://models.cellml.org/w/andre/VPH-MIP/experiments/periodic-IStim-protocol.xml"	2012-08-28	2012-09-24
130	18	112	76	0	59	17	0	0	56	0	0	48	14	14	CellML	"http://models.cellml.org/w/andre/VPH-MIP/components/default-variable-values.xml"	2012-08-28	2012-09-24
100	4	96	80	0	75	5	0	0	73	0	0	43	19	18	CellML	"http://models.cellml.org/w/andre/VPH-MIP/experiments/voltage-clamp-100.xml"	2012-08-28	2012-09-24
100	4	96	80	0	75	5	0	0	73	0	0	43	19	18	CellML	"http://models.cellml.org/w/andre/VPH-MIP/experiments/voltage-clamp-115.xml"	2012-08-28	2012-09-24
100	4	96	80	0	75	5	0	0	73	0	0	43	19	18	CellML	"http://models.cellml.org/w/andre/VPH-MIP/experiments/voltage-clamp-010.xml"	2012-08-28	2012-09-24
114	10	104	85	0	69	16	0	0	64	0	0	53	18	14	CellML	"http://models.cellml.org/w/andre/VPH-MIP/experiments/voltage-clamp.xml"	2012-08-28	2012-09-24
129	23	106	81	0	50	31	0	0	48	0	0	57	12	12	CellML	"http://models.cellml.org/w/andre/VPH-MIP/components/voltage-clamp.xml"	2012-08-28	2012-09-24
100	4	96	80	0	75	5	0	0	73	0	0	43	19	18	CellML	"http://models.cellml.org/w/andre/VPH-MIP/experiments/voltage-clamp-020.xml"	2012-08-28	2012-09-24
161	12	149	134	0	108	26	0	0	103	0	0	82	28	24	CellML	"http://models.cellml.org/w/andre/VPH-MIP/experiments/IK-gating-kinetics.xml"	2012-08-28	2012-09-24
170	15	155	145	0	108	37	0	0	103	0	0	93	28	24	CellML	"http://models.cellml.org/w/andre/VPH-MIP/experiments/INa-gating-kinetics.xml"	2012-08-28	2012-09-24
120	14	106	91	0	68	23	0	0	66	0	0	58	17	16	CellML	"http://models.cellml.org/w/andre/VPH-MIP/components/IK.xml"	2012-08-28	2012-09-24
100	4	96	80	0	75	5	0	0	73	0	0	43	19	18	CellML	"http://models.cellml.org/w/andre/VPH-MIP/experiments/voltage-clamp-030.xml"	2012-08-28	2012-09-24
6	1	5	17	0	5	12	0	0	3	0	0	14	3	0	CellML	"http://models.cellml.org/w/andre/VPH-MIP/components/units.xml"	2012-10-04	2012-09-24
69	26	43	101	0	75	16	10	0	41	0	0	32	69	0	CellML	"http://models.cellml.org/w/andre/VPH-MIP/components/INa.xml"	2012-10-04	2012-09-24
13	6	7	6	0	6	0	0	0	0	0	0	0	6	0	CellML	"http://models.cellml.org/w/andre/VPH-MIP/components/Ileak.xml"	2012-10-04	2012-09-24
10	3	7	3	0	3	0	0	0	0	0	0	0	3	0	CellML	"http://models.cellml.org/w/andre/VPH-MIP/experiments/periodic-IStim-protocol.xml"	2012-10-04	2012-09-24
81	13	68	126	3	115	0	8	0	103	0	0	49	55	22	CellML	"http://models.cellml.org/w/andre/VPH-MIP/components/gating-variable.xml"	2012-10-04	2012-09-24
34	14	20	50	0	38	12	0	0	20	0	0	16	34	0	CellML	"http://models.cellml.org/w/andre/VPH-MIP/components/default-variable-values.xml"	2012-10-04	2012-09-24
